defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,cluster
375,48,Functional,5/10/2024,Internal,Minor,Visual Inspection,963.03,5
376,54,Functional,1/10/2024,Component,Moderate,Manual Testing,118.46,5
377,97,Structural,1/16/2024,Component,Moderate,Automated Testing,773.47,2
378,41,Structural,6/12/2024,Surface,Minor,Visual Inspection,180.86,4
379,34,Cosmetic,4/5/2024,Surface,Minor,Manual Testing,18.61,0
380,25,Cosmetic,4/10/2024,Component,Critical,Manual Testing,176.96,0
381,27,Cosmetic,1/7/2024,Surface,Moderate,Visual Inspection,32.44,0
382,74,Cosmetic,2/12/2024,Component,Minor,Manual Testing,351.27,0
383,51,Functional,1/5/2024,Component,Critical,Visual Inspection,303.16,1
384,98,Cosmetic,5/5/2024,Internal,Critical,Automated Testing,404.15,3
385,83,Structural,1/10/2024,Internal,Moderate,Automated Testing,800.76,3
386,60,Structural,1/29/2024,Surface,Moderate,Visual Inspection,321.45,4
387,84,Functional,2/14/2024,Surface,Critical,Manual Testing,510.38,5
388,32,Structural,2/17/2024,Internal,Minor,Automated Testing,883.92,3
389,49,Structural,4/16/2024,Internal,Minor,Automated Testing,918.87,3
390,1,Structural,5/19/2024,Surface,Critical,Automated Testing,564.46,6
391,7,Functional,6/3/2024,Internal,Minor,Visual Inspection,889.4,5
392,81,Functional,2/25/2024,Component,Critical,Automated Testing,197.87,2
393,24,Cosmetic,6/9/2024,Surface,Critical,Visual Inspection,786.6,0
394,37,Functional,5/4/2024,Internal,Moderate,Manual Testing,740.36,5
395,81,Functional,3/5/2024,Surface,Critical,Automated Testing,667.24,6
396,84,Cosmetic,1/9/2024,Surface,Critical,Visual Inspection,77.72,0
397,79,Functional,4/16/2024,Surface,Moderate,Visual Inspection,106.59,5
398,3,Structural,2/20/2024,Surface,Minor,Manual Testing,529.16,4
399,50,Functional,4/7/2024,Surface,Critical,Manual Testing,94.34,5
400,44,Cosmetic,4/12/2024,Component,Moderate,Manual Testing,97.53,0
401,34,Functional,4/19/2024,Internal,Critical,Automated Testing,500.88,3
402,41,Functional,2/23/2024,Internal,Minor,Manual Testing,477.42,5
403,6,Cosmetic,5/9/2024,Surface,Minor,Manual Testing,810.57,0
404,47,Structural,5/1/2024,Surface,Minor,Automated Testing,945.16,6
405,4,Functional,3/24/2024,Internal,Minor,Visual Inspection,325.31,5
406,39,Functional,4/11/2024,Component,Moderate,Visual Inspection,810.44,1
407,10,Functional,5/30/2024,Internal,Critical,Visual Inspection,623.76,5
408,45,Structural,6/24/2024,Internal,Minor,Visual Inspection,375.28,4
409,46,Functional,3/5/2024,Surface,Minor,Automated Testing,474.48,6
410,5,Cosmetic,3/13/2024,Surface,Moderate,Visual Inspection,636.39,0
411,86,Functional,2/28/2024,Component,Minor,Visual Inspection,957.36,1
412,97,Functional,2/2/2024,Internal,Minor,Automated Testing,66.98,3
413,20,Structural,4/5/2024,Internal,Minor,Visual Inspection,608.64,4
414,36,Structural,2/4/2024,Component,Moderate,Automated Testing,75.93,2
415,7,Structural,6/12/2024,Component,Critical,Automated Testing,477.58,2
416,53,Cosmetic,5/17/2024,Component,Moderate,Automated Testing,252.11,2
417,37,Cosmetic,4/16/2024,Component,Critical,Visual Inspection,987.71,1
418,81,Functional,3/23/2024,Internal,Moderate,Manual Testing,464.04,5
419,61,Functional,2/13/2024,Component,Minor,Visual Inspection,694.29,1
420,56,Structural,4/20/2024,Surface,Critical,Automated Testing,829.49,6
421,79,Functional,1/9/2024,Internal,Minor,Visual Inspection,466.04,5
422,12,Functional,4/11/2024,Internal,Moderate,Manual Testing,101.05,5
423,66,Cosmetic,1/4/2024,Internal,Critical,Automated Testing,748.29,3
424,27,Structural,3/27/2024,Component,Moderate,Visual Inspection,438.54,1
425,88,Functional,2/25/2024,Component,Moderate,Visual Inspection,834.57,1
426,62,Functional,5/23/2024,Internal,Critical,Manual Testing,655.02,5
427,10,Structural,3/22/2024,Surface,Critical,Manual Testing,342.61,4
428,61,Structural,3/26/2024,Internal,Critical,Visual Inspection,539.5,4
429,15,Functional,6/19/2024,Component,Moderate,Visual Inspection,487.41,1
430,72,Structural,6/27/2024,Surface,Minor,Automated Testing,212.86,6
431,77,Functional,5/13/2024,Surface,Critical,Visual Inspection,873.59,5
432,56,Cosmetic,2/25/2024,Surface,Moderate,Automated Testing,389.21,6
433,18,Cosmetic,5/3/2024,Component,Minor,Automated Testing,34.48,2
434,42,Functional,5/12/2024,Surface,Minor,Manual Testing,235.97,5
435,41,Structural,4/8/2024,Surface,Moderate,Visual Inspection,575.15,4
436,44,Structural,6/18/2024,Surface,Minor,Visual Inspection,182.54,4
437,82,Cosmetic,5/6/2024,Component,Minor,Automated Testing,752.8,2
438,39,Functional,1/12/2024,Component,Critical,Visual Inspection,214.33,1
439,63,Functional,3/13/2024,Surface,Moderate,Visual Inspection,716.26,5
440,78,Structural,3/3/2024,Surface,Critical,Visual Inspection,608.46,4
441,92,Structural,6/18/2024,Internal,Moderate,Automated Testing,255.47,3
442,92,Structural,2/6/2024,Component,Minor,Manual Testing,914.32,4
443,16,Cosmetic,6/25/2024,Internal,Critical,Automated Testing,519.15,3
444,63,Functional,2/8/2024,Internal,Moderate,Manual Testing,816.09,5
445,65,Functional,3/23/2024,Component,Minor,Manual Testing,481.11,5
446,60,Cosmetic,1/20/2024,Component,Moderate,Automated Testing,780.05,2
447,58,Structural,1/9/2024,Internal,Minor,Automated Testing,750.51,3
448,69,Functional,5/10/2024,Component,Moderate,Manual Testing,908.59,5
449,7,Functional,3/10/2024,Component,Moderate,Visual Inspection,705.47,1
450,80,Functional,4/23/2024,Internal,Minor,Automated Testing,406.28,3
451,55,Functional,1/2/2024,Internal,Critical,Manual Testing,295.41,5
452,6,Structural,3/4/2024,Internal,Critical,Visual Inspection,903.36,4
453,86,Structural,5/17/2024,Component,Moderate,Manual Testing,803.65,4
454,70,Functional,3/30/2024,Component,Moderate,Automated Testing,359.69,2
455,50,Structural,3/30/2024,Component,Moderate,Manual Testing,699.69,4
456,20,Structural,4/5/2024,Surface,Critical,Manual Testing,281.81,4
457,63,Structural,4/11/2024,Surface,Minor,Automated Testing,896.04,6
458,66,Functional,4/23/2024,Internal,Moderate,Visual Inspection,587.69,5
459,64,Functional,2/26/2024,Component,Moderate,Automated Testing,623.52,2
460,66,Structural,6/11/2024,Component,Minor,Visual Inspection,668.05,1
461,95,Functional,3/2/2024,Internal,Minor,Visual Inspection,571.02,5
462,56,Structural,2/18/2024,Internal,Minor,Manual Testing,918.39,4
463,75,Functional,3/15/2024,Surface,Minor,Automated Testing,669.62,6
464,81,Functional,1/27/2024,Component,Moderate,Visual Inspection,581.01,1
465,39,Structural,5/20/2024,Internal,Minor,Manual Testing,899.45,4
466,57,Cosmetic,1/5/2024,Surface,Critical,Visual Inspection,764.59,0
467,83,Cosmetic,2/28/2024,Internal,Moderate,Automated Testing,150.16,3
468,98,Functional,3/26/2024,Internal,Minor,Visual Inspection,791.72,5
469,90,Functional,4/28/2024,Surface,Moderate,Manual Testing,15.1,5
470,76,Structural,2/22/2024,Component,Minor,Visual Inspection,466.92,1
471,89,Cosmetic,3/24/2024,Internal,Minor,Manual Testing,833.02,0
472,43,Functional,3/24/2024,Internal,Critical,Visual Inspection,907.98,5
473,38,Structural,2/25/2024,Internal,Minor,Manual Testing,652.85,4
474,62,Cosmetic,2/4/2024,Component,Moderate,Automated Testing,618.88,2
475,97,Cosmetic,3/16/2024,Surface,Moderate,Manual Testing,140.36,0
476,86,Cosmetic,2/1/2024,Internal,Critical,Visual Inspection,683.68,0
477,38,Functional,2/23/2024,Component,Critical,Visual Inspection,613.47,1
478,58,Functional,1/18/2024,Surface,Moderate,Visual Inspection,895.11,5
479,32,Cosmetic,6/7/2024,Component,Critical,Visual Inspection,515.94,1
480,78,Functional,1/7/2024,Internal,Minor,Automated Testing,293.09,3
481,66,Cosmetic,6/2/2024,Surface,Critical,Automated Testing,689.42,6
482,68,Structural,6/16/2024,Surface,Critical,Visual Inspection,148.53,4
483,10,Structural,2/17/2024,Component,Moderate,Visual Inspection,933.3,1
484,77,Cosmetic,2/10/2024,Internal,Minor,Manual Testing,336.75,0
485,50,Structural,2/29/2024,Surface,Minor,Manual Testing,223.73,4
486,97,Cosmetic,3/29/2024,Internal,Critical,Automated Testing,236.47,3
487,26,Cosmetic,3/13/2024,Internal,Critical,Manual Testing,647.11,0
488,51,Cosmetic,4/4/2024,Surface,Minor,Automated Testing,268.57,6
489,57,Cosmetic,5/10/2024,Internal,Minor,Visual Inspection,405.89,0
490,12,Functional,3/11/2024,Internal,Minor,Manual Testing,643.98,5
491,90,Functional,2/19/2024,Internal,Critical,Manual Testing,183.11,5
492,79,Functional,4/21/2024,Component,Moderate,Visual Inspection,878.64,1
493,58,Functional,6/9/2024,Component,Critical,Manual Testing,702.09,5
494,31,Structural,3/1/2024,Internal,Critical,Visual Inspection,823.59,4
495,49,Structural,1/28/2024,Surface,Moderate,Automated Testing,294.56,6
496,6,Functional,1/16/2024,Internal,Critical,Visual Inspection,533.14,5
497,49,Functional,3/28/2024,Component,Critical,Visual Inspection,975.5,1
498,87,Cosmetic,6/17/2024,Internal,Moderate,Visual Inspection,707.21,0
499,60,Cosmetic,4/1/2024,Surface,Moderate,Visual Inspection,775.91,0
500,100,Functional,4/19/2024,Surface,Moderate,Manual Testing,617.36,5
501,46,Structural,1/13/2024,Surface,Minor,Visual Inspection,922.52,4
502,62,Structural,4/26/2024,Surface,Minor,Automated Testing,81.91,6
503,91,Cosmetic,6/13/2024,Surface,Critical,Manual Testing,40.19,0
504,74,Cosmetic,5/26/2024,Internal,Moderate,Manual Testing,943.79,0
505,92,Structural,4/11/2024,Surface,Minor,Visual Inspection,411.9,4
506,66,Structural,5/5/2024,Internal,Critical,Visual Inspection,759.53,4
507,81,Cosmetic,1/15/2024,Component,Critical,Manual Testing,368.11,0
508,41,Functional,4/4/2024,Surface,Moderate,Visual Inspection,27.9,5
509,91,Structural,4/21/2024,Internal,Critical,Automated Testing,670.09,3
510,35,Functional,5/24/2024,Internal,Critical,Automated Testing,790.76,3
511,12,Cosmetic,6/20/2024,Internal,Moderate,Manual Testing,769.88,0
512,77,Cosmetic,5/6/2024,Internal,Critical,Automated Testing,262.6,3
513,11,Cosmetic,3/23/2024,Surface,Moderate,Visual Inspection,520.44,0
514,93,Structural,5/19/2024,Component,Minor,Visual Inspection,624.75,1
515,3,Structural,3/22/2024,Internal,Moderate,Manual Testing,496.27,4
516,43,Functional,6/20/2024,Component,Moderate,Automated Testing,368.54,2
517,88,Cosmetic,6/12/2024,Internal,Moderate,Manual Testing,942.94,0
518,4,Cosmetic,3/28/2024,Internal,Critical,Automated Testing,449.63,3
519,96,Functional,6/18/2024,Internal,Critical,Manual Testing,117.82,5
520,75,Functional,5/12/2024,Internal,Critical,Visual Inspection,300.05,5
521,86,Structural,1/7/2024,Surface,Critical,Visual Inspection,975.1,4
522,70,Structural,1/13/2024,Surface,Critical,Manual Testing,74.36,4
523,6,Functional,1/8/2024,Component,Moderate,Automated Testing,924.05,2
524,14,Cosmetic,2/10/2024,Surface,Minor,Visual Inspection,132.39,0
525,77,Functional,2/24/2024,Surface,Critical,Manual Testing,893.77,5
526,65,Structural,2/10/2024,Surface,Minor,Manual Testing,142.64,4
527,70,Structural,4/19/2024,Component,Minor,Manual Testing,368.94,4
528,8,Functional,6/10/2024,Internal,Minor,Automated Testing,997.03,3
529,54,Structural,1/2/2024,Surface,Minor,Manual Testing,496.1,4
530,98,Functional,2/2/2024,Surface,Critical,Automated Testing,798.12,6
531,82,Cosmetic,2/8/2024,Internal,Critical,Visual Inspection,572.74,0
532,6,Structural,2/10/2024,Surface,Critical,Manual Testing,53.77,4
533,49,Cosmetic,4/3/2024,Surface,Minor,Visual Inspection,369.83,0
534,14,Cosmetic,4/11/2024,Surface,Minor,Visual Inspection,398.17,0
535,88,Structural,3/21/2024,Internal,Critical,Automated Testing,825.57,3
536,8,Functional,5/13/2024,Internal,Critical,Automated Testing,201.88,3
537,91,Cosmetic,6/13/2024,Component,Critical,Visual Inspection,47.47,1
538,1,Structural,5/11/2024,Component,Moderate,Automated Testing,856.33,2
539,15,Cosmetic,5/12/2024,Internal,Moderate,Manual Testing,497.65,0
540,20,Cosmetic,2/14/2024,Internal,Minor,Manual Testing,908.53,0
541,16,Cosmetic,4/29/2024,Component,Critical,Manual Testing,371.88,0
542,49,Functional,6/25/2024,Surface,Moderate,Manual Testing,960.15,5
543,76,Structural,3/18/2024,Component,Minor,Visual Inspection,73.55,1
544,56,Cosmetic,1/12/2024,Component,Minor,Automated Testing,615.43,2
545,21,Structural,6/17/2024,Component,Minor,Visual Inspection,619.02,1
546,17,Functional,1/15/2024,Component,Minor,Manual Testing,677.64,5
547,10,Cosmetic,2/25/2024,Surface,Moderate,Visual Inspection,684.16,0
548,90,Functional,3/26/2024,Internal,Critical,Automated Testing,536.37,3
549,8,Cosmetic,1/22/2024,Surface,Minor,Visual Inspection,47.22,0
550,27,Structural,5/26/2024,Surface,Minor,Automated Testing,704.44,6
551,87,Functional,4/15/2024,Surface,Minor,Automated Testing,512.02,6
552,93,Structural,6/4/2024,Component,Minor,Automated Testing,36.04,2
553,12,Functional,1/10/2024,Surface,Critical,Manual Testing,811.65,5
554,30,Functional,1/28/2024,Internal,Critical,Automated Testing,900.37,3
555,4,Functional,3/6/2024,Component,Minor,Automated Testing,644.51,2
556,71,Functional,2/11/2024,Surface,Minor,Visual Inspection,355.85,5
557,97,Functional,3/3/2024,Internal,Minor,Manual Testing,945.18,5
558,12,Structural,4/13/2024,Internal,Minor,Visual Inspection,201.79,4
559,17,Cosmetic,2/26/2024,Internal,Minor,Manual Testing,73.0,0
560,94,Cosmetic,1/9/2024,Surface,Moderate,Manual Testing,769.57,0
561,45,Functional,3/27/2024,Surface,Moderate,Automated Testing,930.11,6
562,72,Cosmetic,1/15/2024,Internal,Moderate,Manual Testing,554.98,0
563,56,Functional,2/13/2024,Component,Minor,Automated Testing,826.59,2
564,93,Functional,2/18/2024,Surface,Critical,Manual Testing,362.82,5
565,58,Structural,1/15/2024,Surface,Minor,Manual Testing,946.8,4
566,96,Cosmetic,2/17/2024,Internal,Minor,Automated Testing,192.28,3
567,38,Functional,4/4/2024,Internal,Critical,Automated Testing,383.41,3
568,62,Structural,3/19/2024,Surface,Minor,Automated Testing,132.83,6
569,97,Functional,5/14/2024,Component,Critical,Automated Testing,904.32,2
570,12,Cosmetic,3/22/2024,Internal,Critical,Visual Inspection,944.63,0
571,47,Functional,4/19/2024,Surface,Critical,Manual Testing,524.5,5
572,73,Structural,2/17/2024,Internal,Critical,Visual Inspection,976.75,4
573,46,Cosmetic,2/27/2024,Internal,Critical,Visual Inspection,508.94,0
574,5,Functional,1/21/2024,Component,Critical,Visual Inspection,565.86,1
575,72,Functional,3/7/2024,Component,Minor,Visual Inspection,151.62,1
576,99,Structural,4/10/2024,Surface,Critical,Automated Testing,394.88,6
577,1,Functional,4/21/2024,Surface,Critical,Visual Inspection,404.22,5
578,26,Structural,6/9/2024,Component,Minor,Visual Inspection,564.82,1
579,100,Structural,4/12/2024,Internal,Minor,Manual Testing,722.21,4
580,15,Structural,3/4/2024,Internal,Moderate,Visual Inspection,16.05,4
581,9,Functional,6/20/2024,Internal,Moderate,Manual Testing,666.31,5
582,80,Cosmetic,6/8/2024,Component,Moderate,Automated Testing,346.73,2
583,86,Structural,6/29/2024,Internal,Moderate,Automated Testing,138.42,3
584,42,Structural,6/29/2024,Component,Minor,Visual Inspection,663.53,1
585,19,Structural,6/1/2024,Surface,Critical,Automated Testing,150.78,6
586,97,Cosmetic,3/11/2024,Surface,Critical,Automated Testing,503.25,6
587,68,Structural,2/3/2024,Surface,Moderate,Manual Testing,576.57,4
588,40,Structural,2/26/2024,Surface,Moderate,Visual Inspection,204.6,4
589,8,Structural,3/3/2024,Internal,Moderate,Visual Inspection,410.72,4
590,90,Structural,2/17/2024,Component,Minor,Manual Testing,50.38,4
591,90,Functional,2/9/2024,Surface,Moderate,Manual Testing,400.31,5
592,7,Structural,6/1/2024,Internal,Minor,Automated Testing,301.7,3
593,73,Functional,6/23/2024,Surface,Moderate,Visual Inspection,64.74,5
594,96,Cosmetic,1/14/2024,Surface,Moderate,Automated Testing,485.27,6
595,60,Cosmetic,6/21/2024,Surface,Moderate,Automated Testing,194.44,6
596,74,Structural,6/16/2024,Internal,Moderate,Automated Testing,891.01,3
597,26,Cosmetic,4/19/2024,Internal,Critical,Automated Testing,267.51,3
598,50,Functional,6/8/2024,Component,Critical,Automated Testing,151.43,2
599,36,Functional,4/20/2024,Internal,Critical,Manual Testing,297.76,5
600,46,Cosmetic,4/21/2024,Component,Critical,Manual Testing,663.35,0
601,46,Structural,4/24/2024,Internal,Moderate,Visual Inspection,927.75,4
602,74,Cosmetic,2/10/2024,Surface,Moderate,Visual Inspection,283.6,0
603,45,Structural,3/21/2024,Surface,Moderate,Manual Testing,919.65,4
604,100,Functional,3/25/2024,Surface,Critical,Visual Inspection,302.29,5
605,63,Functional,5/27/2024,Surface,Moderate,Automated Testing,309.53,6
606,63,Structural,4/13/2024,Surface,Minor,Manual Testing,478.6,4
607,75,Cosmetic,5/30/2024,Component,Minor,Visual Inspection,419.58,1
608,5,Cosmetic,3/25/2024,Surface,Minor,Automated Testing,685.3,6
609,5,Structural,5/6/2024,Internal,Critical,Visual Inspection,390.64,4
610,81,Cosmetic,5/12/2024,Internal,Minor,Manual Testing,837.9,0
611,80,Functional,1/20/2024,Internal,Minor,Manual Testing,67.82,5
612,56,Structural,4/13/2024,Internal,Minor,Manual Testing,21.12,4
613,68,Structural,1/8/2024,Surface,Moderate,Visual Inspection,700.72,4
614,67,Cosmetic,1/18/2024,Surface,Critical,Manual Testing,893.3,0
615,53,Cosmetic,3/2/2024,Surface,Moderate,Automated Testing,736.75,6
616,81,Functional,3/9/2024,Internal,Critical,Manual Testing,803.54,5
617,47,Functional,3/23/2024,Internal,Moderate,Automated Testing,21.17,3
618,92,Functional,2/29/2024,Component,Minor,Manual Testing,678.59,5
619,87,Functional,2/18/2024,Component,Moderate,Automated Testing,220.01,2
620,51,Cosmetic,2/3/2024,Internal,Critical,Manual Testing,251.67,0
621,61,Structural,4/10/2024,Surface,Critical,Manual Testing,808.85,4
622,87,Structural,1/6/2024,Internal,Minor,Manual Testing,537.35,4
623,8,Cosmetic,4/6/2024,Component,Moderate,Manual Testing,178.3,0
624,56,Cosmetic,1/9/2024,Internal,Critical,Visual Inspection,638.8,0
625,98,Functional,6/24/2024,Internal,Critical,Automated Testing,770.66,3
626,7,Structural,4/19/2024,Component,Minor,Visual Inspection,289.27,1
627,24,Structural,5/15/2024,Component,Minor,Automated Testing,779.02,2
628,23,Structural,1/4/2024,Surface,Moderate,Automated Testing,704.06,6
629,43,Functional,4/16/2024,Internal,Critical,Visual Inspection,546.42,5
630,95,Functional,6/23/2024,Component,Moderate,Visual Inspection,780.89,1
631,13,Cosmetic,5/3/2024,Surface,Minor,Manual Testing,303.08,0
632,72,Structural,5/4/2024,Internal,Minor,Automated Testing,557.57,3
633,28,Functional,1/28/2024,Component,Minor,Manual Testing,222.11,5
634,94,Functional,5/23/2024,Internal,Minor,Visual Inspection,575.47,5
635,60,Structural,6/14/2024,Component,Minor,Automated Testing,478.44,2
636,17,Functional,2/5/2024,Surface,Moderate,Visual Inspection,32.62,5
637,21,Functional,5/29/2024,Component,Critical,Automated Testing,121.29,2
638,89,Cosmetic,4/7/2024,Component,Moderate,Automated Testing,967.29,2
639,43,Cosmetic,1/17/2024,Surface,Moderate,Visual Inspection,200.29,0
640,5,Cosmetic,6/21/2024,Internal,Minor,Automated Testing,185.0,3
641,7,Functional,1/30/2024,Internal,Moderate,Manual Testing,959.61,5
642,28,Structural,1/26/2024,Component,Critical,Visual Inspection,170.66,1
643,27,Cosmetic,6/17/2024,Component,Minor,Visual Inspection,563.94,1
644,58,Cosmetic,6/8/2024,Internal,Minor,Automated Testing,52.03,3
645,33,Functional,6/7/2024,Component,Critical,Automated Testing,474.62,2
646,20,Structural,1/14/2024,Surface,Moderate,Visual Inspection,263.76,4
647,11,Cosmetic,5/3/2024,Component,Moderate,Automated Testing,758.91,2
648,31,Cosmetic,1/9/2024,Component,Critical,Visual Inspection,59.04,1
649,76,Cosmetic,1/11/2024,Internal,Moderate,Visual Inspection,647.01,0
650,32,Cosmetic,5/21/2024,Internal,Moderate,Manual Testing,451.58,0
651,34,Structural,2/9/2024,Internal,Minor,Manual Testing,221.25,4
652,66,Cosmetic,4/19/2024,Component,Critical,Manual Testing,194.9,0
653,62,Functional,2/29/2024,Surface,Minor,Automated Testing,433.75,6
654,86,Cosmetic,6/19/2024,Surface,Critical,Automated Testing,264.85,6
655,91,Cosmetic,3/16/2024,Surface,Moderate,Automated Testing,230.68,6
656,63,Cosmetic,6/21/2024,Surface,Minor,Visual Inspection,836.11,0
657,73,Structural,3/27/2024,Surface,Critical,Manual Testing,703.94,4
658,94,Structural,6/9/2024,Surface,Moderate,Visual Inspection,814.84,4
659,88,Structural,1/19/2024,Component,Minor,Visual Inspection,153.25,1
660,12,Functional,3/28/2024,Internal,Minor,Visual Inspection,324.09,5
661,48,Structural,2/6/2024,Component,Moderate,Visual Inspection,436.9,1
662,35,Cosmetic,6/17/2024,Surface,Minor,Manual Testing,917.26,0
663,25,Cosmetic,1/13/2024,Component,Critical,Automated Testing,45.26,2
664,47,Functional,1/26/2024,Surface,Critical,Visual Inspection,416.2,5
665,55,Functional,5/16/2024,Component,Minor,Manual Testing,246.83,5
666,45,Structural,1/3/2024,Component,Critical,Visual Inspection,824.28,1
667,12,Cosmetic,6/2/2024,Surface,Minor,Visual Inspection,680.74,0
668,33,Structural,2/26/2024,Surface,Critical,Automated Testing,376.62,6
669,3,Functional,1/10/2024,Surface,Moderate,Manual Testing,400.79,5
670,15,Structural,2/19/2024,Component,Critical,Visual Inspection,496.72,1
671,45,Structural,4/21/2024,Component,Moderate,Manual Testing,369.13,4
672,16,Functional,5/19/2024,Internal,Moderate,Automated Testing,916.45,3
673,63,Functional,5/1/2024,Internal,Minor,Visual Inspection,152.08,5
674,63,Structural,1/6/2024,Surface,Moderate,Visual Inspection,373.52,4
675,96,Cosmetic,5/12/2024,Surface,Critical,Visual Inspection,345.64,0
676,4,Cosmetic,4/6/2024,Internal,Critical,Visual Inspection,33.95,0
677,2,Structural,1/4/2024,Component,Critical,Visual Inspection,478.44,1
678,19,Functional,3/20/2024,Component,Critical,Manual Testing,884.03,5
679,61,Structural,1/23/2024,Internal,Critical,Visual Inspection,113.64,4
680,5,Structural,1/19/2024,Component,Moderate,Visual Inspection,479.38,1
681,8,Structural,1/16/2024,Internal,Critical,Visual Inspection,395.56,4
682,6,Structural,1/13/2024,Component,Moderate,Manual Testing,290.66,4
683,18,Cosmetic,2/25/2024,Component,Minor,Visual Inspection,309.32,1
684,33,Structural,3/16/2024,Component,Moderate,Manual Testing,28.05,4
685,40,Structural,6/24/2024,Surface,Critical,Visual Inspection,37.69,4
686,35,Cosmetic,1/23/2024,Internal,Critical,Automated Testing,293.44,3
687,99,Functional,3/16/2024,Component,Minor,Visual Inspection,249.02,1
688,65,Structural,2/18/2024,Surface,Minor,Manual Testing,327.88,4
689,56,Cosmetic,3/9/2024,Surface,Critical,Manual Testing,749.31,0
690,96,Cosmetic,5/26/2024,Component,Minor,Automated Testing,19.23,2
691,4,Functional,5/31/2024,Internal,Critical,Manual Testing,470.43,5
692,67,Cosmetic,2/18/2024,Component,Critical,Automated Testing,135.49,2
693,95,Structural,6/26/2024,Component,Minor,Manual Testing,531.4,4
694,18,Cosmetic,2/16/2024,Surface,Critical,Manual Testing,205.83,0
695,97,Cosmetic,4/20/2024,Component,Moderate,Visual Inspection,547.02,1
696,84,Functional,1/6/2024,Component,Moderate,Visual Inspection,459.29,1
697,51,Cosmetic,4/2/2024,Surface,Critical,Manual Testing,762.32,0
698,34,Cosmetic,3/29/2024,Component,Moderate,Visual Inspection,684.85,1
699,1,Cosmetic,4/4/2024,Component,Critical,Automated Testing,940.9,2
700,41,Cosmetic,2/13/2024,Surface,Minor,Manual Testing,894.66,0
701,67,Functional,3/30/2024,Component,Minor,Manual Testing,10.44,5
702,43,Cosmetic,4/20/2024,Component,Minor,Visual Inspection,878.23,1
703,34,Structural,1/31/2024,Internal,Minor,Automated Testing,164.64,3
704,7,Structural,2/2/2024,Internal,Critical,Visual Inspection,132.46,4
705,54,Functional,2/3/2024,Internal,Moderate,Automated Testing,789.51,3
706,37,Functional,5/24/2024,Component,Moderate,Visual Inspection,969.4,1
707,86,Functional,3/14/2024,Surface,Critical,Automated Testing,667.18,6
708,22,Functional,4/9/2024,Component,Minor,Manual Testing,781.35,5
709,79,Functional,3/10/2024,Component,Minor,Automated Testing,711.6,2
710,4,Cosmetic,6/26/2024,Surface,Moderate,Visual Inspection,91.9,0
711,36,Cosmetic,5/28/2024,Internal,Minor,Manual Testing,767.74,0
712,74,Structural,3/30/2024,Surface,Minor,Visual Inspection,535.88,4
713,36,Structural,2/29/2024,Internal,Critical,Automated Testing,390.43,3
714,66,Cosmetic,6/4/2024,Component,Minor,Visual Inspection,932.34,1
715,27,Functional,4/21/2024,Surface,Moderate,Manual Testing,763.5,5
716,86,Structural,4/5/2024,Surface,Minor,Visual Inspection,438.58,4
717,84,Cosmetic,1/1/2024,Internal,Minor,Manual Testing,147.94,0
718,33,Cosmetic,3/11/2024,Internal,Minor,Automated Testing,967.35,3
719,18,Cosmetic,4/4/2024,Internal,Minor,Manual Testing,909.42,0
720,77,Functional,2/2/2024,Internal,Moderate,Manual Testing,617.24,5
721,44,Cosmetic,4/26/2024,Component,Moderate,Manual Testing,552.0,0
722,76,Structural,3/10/2024,Internal,Minor,Manual Testing,746.64,4
723,25,Structural,1/27/2024,Internal,Critical,Visual Inspection,133.43,4
724,58,Structural,2/21/2024,Surface,Moderate,Manual Testing,437.82,4
725,15,Cosmetic,3/27/2024,Surface,Minor,Visual Inspection,713.29,0
726,24,Cosmetic,2/25/2024,Surface,Critical,Automated Testing,321.04,6
727,92,Functional,1/12/2024,Surface,Minor,Automated Testing,988.41,6
728,5,Structural,1/10/2024,Component,Critical,Manual Testing,164.56,4
729,74,Structural,2/28/2024,Component,Moderate,Manual Testing,357.07,4
730,31,Structural,3/19/2024,Surface,Minor,Automated Testing,189.23,6
731,37,Cosmetic,5/30/2024,Component,Moderate,Manual Testing,840.24,0
732,44,Structural,2/21/2024,Internal,Minor,Automated Testing,630.5,3
733,28,Functional,2/6/2024,Surface,Moderate,Manual Testing,584.54,5
734,85,Functional,2/16/2024,Surface,Moderate,Automated Testing,995.47,6
735,60,Structural,2/12/2024,Surface,Critical,Manual Testing,894.31,4
736,63,Functional,1/21/2024,Component,Minor,Automated Testing,420.57,2
737,46,Structural,4/14/2024,Component,Moderate,Visual Inspection,71.86,1
738,81,Structural,5/4/2024,Internal,Minor,Manual Testing,895.96,4
739,98,Cosmetic,2/4/2024,Component,Moderate,Manual Testing,491.28,0
740,79,Functional,4/23/2024,Internal,Moderate,Manual Testing,63.99,5
741,91,Cosmetic,4/6/2024,Internal,Minor,Visual Inspection,409.99,0
742,51,Cosmetic,1/6/2024,Internal,Critical,Automated Testing,391.78,3
743,27,Cosmetic,1/24/2024,Internal,Minor,Manual Testing,921.78,0
744,30,Cosmetic,6/10/2024,Component,Minor,Manual Testing,789.34,0
745,97,Cosmetic,5/8/2024,Internal,Moderate,Visual Inspection,862.7,0
746,93,Structural,2/9/2024,Component,Minor,Manual Testing,395.02,4
747,52,Cosmetic,3/3/2024,Surface,Minor,Visual Inspection,507.39,0
